party,id,committee,session,last,first,other,new_id,committeeID
2,15085,182,104,Barton,Joe,L.,313,182104
2,29323,182,104,Calvert,Ken,,384,182104
2,29310,182,104,Baker,Bill,,406,182104
2,29356,182,104,Bartlett,Roscoe,G.,167,182104
2,29362,182,104,Ehlers,Vernon,J.,412,182104
2,29567,182,104,Wamp,Zach,,535,182104
2,29509,182,104,Weldon,Dave,,502,182104
2,29566,182,104,Graham,Lindsey,O.,501,182104
2,29500,182,104,Salmon,Matt,,520,182104
2,29576,182,104,Davis,Thomas,M.,522,182104
2,29570,182,104,Stockman,Steve,,488,182104
2,29532,182,104,Gutknecht,Gil,,524,182104
2,29506,182,104,Seastrand,Andrea,H.,536,182104
2,29524,182,104,Tiahrt,Todd,,473,182104
2,29554,182,104,Largent,Steve,,448,182104
2,29568,182,104,Hilleary,Van,,469,182104
2,29584,182,104,Cubin,Barbara,,532,182104
2,29510,182,104,Foley,Mark,,454,182104
2,29549,182,104,Myrick,Sue,,494,182104
1,10573,182,104,Brown,George,E.,2,182104
1,14828,182,104,Hall,Ralph,M.,293,182104
1,15121,182,104,Traficant,James,A.,392,182104
1,15418,182,104,Hayes,James,A.,346,182104
1,15628,182,104,Tanner,John,S.,131,182104
1,15636,182,104,Geren,Pete,,145,182104
1,29117,182,104,Roemer,Timothy,J.,266,182104
1,29100,182,104,Cramer,Bud,,396,182104
1,29363,182,104,Barcia,James,A.,400,182104
1,29399,182,104,McHale,Paul,,144,182104
1,29318,182,104,Harman,Jane,,143,182104
1,39305,182,104,Johnson,Eddie,Bernice,403,182104
1,29366,182,104,Minge,David,,18,182104
1,29123,182,104,Olver,John,W.,88,182104
1,29337,182,104,Hastings,Alcee,L.,332,182104
1,29531,182,104,Rivers,Lynn,N.,499,182104
1,29535,182,104,McCarthy,Karen,,537,182104
1,29526,182,104,Ward,Mike,,475,182104
1,29504,182,104,Lofgren,Zoe,,530,182104
1,29571,182,104,Doggett,Lloyd,,500,182104
1,29561,182,104,Doyle,Michael,F.,540,182104
1,29573,182,104,Jackson Lee,Sheila,,531,182104
1,29533,182,104,Luther,William,P.,541,182104
1,14459,182,104,Volkmer,Harold,L.,8,182104
1,15100,182,104,Gordon,Bart,,228,182104
2,15109,184,104,Meyers,Jan,,338,184104
2,15419,184,104,Hefley,Joel,,157,184104
2,29130,184,104,Zeliff,William,,352,184104
2,29369,184,104,Talent,James,M.,166,184104
2,29349,184,104,Manzullo,Donald,,342,184104
2,29359,184,104,Torkildsen,Peter,G.,163,184104
2,29356,184,104,Bartlett,Roscoe,G.,167,184104
2,29579,184,104,Smith,Linda,,533,184104
2,29539,184,104,Lobiondo,Frank,A.,489,184104
2,29567,184,104,Wamp,Zach,,535,184104
2,29544,184,104,Kelly,Sue,W.,490,184104
2,29530,184,104,Chrysler,Dick,,484,184104
2,29527,184,104,Longley,James,B.,472,184104
2,29546,184,104,Jones,Walter,B.,471,184104
2,29500,184,104,Salmon,Matt,,520,184104
2,29568,184,104,Hilleary,Van,,469,184104
2,29519,184,104,Souder,Mark,E.,503,184104
2,29523,184,104,Brownback,Sam,,495,184104
2,29550,184,104,Chabot,Steven,J.,518,184104
2,29549,184,104,Myrick,Sue,,494,184104
2,29545,184,104,Funderburk,David,,458,184104
2,29578,184,104,Metcalf,Jack,,479,184104
1,14248,184,104,LaFalce,John,J.,170,184104
1,14871,184,104,Wyden,Ron,,292,184104
1,15060,184,104,Sisisky,Norman,,122,184104
1,15433,184,104,Mfume,Kweisi,,177,184104
1,15412,184,104,Flake,Floyd,H.,176,184104
1,15620,184,104,Poshard,Glenn,,394,184104
1,29382,184,104,Clayton,Eva,M.,17,184104
1,29358,184,104,Meehan,Martin,T.,141,184104
1,29378,184,104,Velazquez,Nydia,M.,189,184104
1,29354,184,104,Fields,Cleo,,191,184104
1,29319,184,104,Tucker,Walter,R.,402,184104
1,29302,184,104,Hilliard,Earl,F.,19,184104
1,29111,184,104,Peterson,Pete,,87,184104
1,29368,184,104,Thompson,Bennie,,46,184104
1,29559,184,104,Fattah,Chaka,,506,184104
1,29574,184,104,Bentsen,Ken,,491,184104
1,29535,184,104,McCarthy,Karen,,537,184104
1,29533,184,104,Luther,William,P.,541,184104
1,29564,184,104,Kennedy,Patrick,J.,476,184104
2,29553,184,104,LaTourette,Steven,C.,527,184104
1,29528,184,104,Baldacci,John,E.,457,184104
1,29106,184,104,Waters,Maxine,,178,184104
1,14451,184,104,Skelton,Ike,,119,184104
1,29585,184,104,Jackson,Jesse,L.,493,184104
1,29586,184,104,Millender-McDonald,Juanita,,538,184104
1,29588,184,104,Blumenauer,Earl,,507,184104
1,29316,184,104,Becerra,Xavier,,268,184104
1,39301,184,104,Clyburn,James,E.,399,184104
1,70303,184,104,Norton,Eleanor,Holmes,248,184104
2,15028,186,104,Johnson,Nancy,L.,422,186104
2,15406,186,104,Bunning,Jim,,243,186104
2,15605,186,104,Goss,Porter,J.,419,186104
2,29136,186,104,Hobson,David,L.,111,186104
2,15624,186,104,Schiff,Steven,H.,350,186104
1,15613,186,104,McDermott,James,A.,247,186104
1,15408,186,104,Cardin,Benjamin,L.,359,186104
1,15448,186,104,Pelosi,Nancy,,77,186104
1,15008,186,104,Borski,Robert,A.,329,186104
1,15442,186,104,Sawyer,Thomas,C.,261,186104
2,14454,192,104,Stump,Robert,,148,192104
2,14863,192,104,Smith,Christopher,H.,336,192104
2,15006,192,104,Bilirakis,Michael,,311,192104
2,13042,192,104,Spence,Floyd,D.,147,192104
2,29306,192,104,Hutchinson,Tim,,405,192104
2,29300,192,104,Everett,Terry,,53,192104
2,29350,192,104,Buyer,Stephen,E.,162,192104
2,29381,192,104,Quinn,Jack,,410,192104
2,29301,192,104,Bachus,Spencer,,211,192104
2,15627,192,104,Stearns,Clifford,B.,316,192104
2,29552,192,104,Ney,Robert,W.,481,192104
2,29560,192,104,Fox,Jon,D.,486,192104
2,29515,192,104,Flanagan,Michael,P.,526,192104
2,29511,192,104,Barr,Bob,,483,192104
2,29570,192,104,Stockman,Steve,,488,192104
2,29516,192,104,Weller,Gerald,C.,477,192104
2,29502,192,104,Hayworth,J.,D.,478,192104
2,29557,192,104,Cooley,Wes,,453,192104
1,11035,192,104,Montgomery,G.V.,(Sonny),115,192104
1,15023,192,104,Evans,Lane,,129,192104
1,15427,192,104,Kennedy,Joseph,P.,175,192104
1,29144,192,104,Edwards,Chet,,136,192104
1,29106,192,104,Waters,Maxine,,178,192104
1,15450,192,104,Clement,Bob,,393,192104
1,29325,192,104,Filner,Bob,,401,192104
1,39303,192,104,Tejeda,Frank,,138,192104
1,29348,192,104,Gutierrez,Luis,V.,185,192104
1,29353,192,104,Baesler,Scotty,,25,192104
1,29339,192,104,Bishop,Sanford,D.,27,192104
1,39301,192,104,Clyburn,James,E.,399,192104
1,29328,192,104,Brown,Corrine,,348,192104
1,29561,192,104,Doyle,Michael,F.,540,192104
1,29562,192,104,Mascara,Frank,R.,528,192104
2,15058,192,104,Schaefer,Daniel,L.,312,192104
1,29127,192,104,Peterson,Collin,C.,15,192104
2,13002,196,104,Archer,Bill,,437,196104
2,12041,196,104,Crane,Philip,M.,438,196104
2,14669,196,104,Thomas,William,M.,360,196104
2,14860,196,104,Shaw,E.,Clay,440,196104
2,15028,196,104,Johnson,Nancy,L.,422,196104
2,15406,196,104,Bunning,Jim,,243,196104
2,15423,196,104,Houghton,Amo,,442,196104
2,15420,196,104,Herger,Wally,,242,196104
2,15451,196,104,McCrery,Jim,,443,196104
2,15606,196,104,Hancock,Melton,D.,444,196104
2,29124,196,104,Camp,Dave,,34,196104
2,29126,196,104,Ramstad,Jim,,372,196104
2,29133,196,104,Zimmer,Dick,,351,196104
2,29118,196,104,Nussle,Jim,,37,196104
2,29143,196,104,Johnson,Sam,,205,196104
2,39312,196,104,Dunn,Jennifer,,362,196104
2,29340,196,104,Collins,Mac,,407,196104
2,29386,196,104,Portman,Rob,,355,196104
2,29563,196,104,English,Phil,,542,196104
2,29537,196,104,Ensign,John,,534,196104
2,29536,196,104,Christensen,Jon,,543,196104
1,10588,196,104,Gibbons,Sam,M.,424,196104
1,13035,196,104,Rangel,Charles,B.,426,196104
1,14053,196,104,Stark,Fortney,Pete,245,196104
1,10742,196,104,Jacobs,Andrew,,427,196104
1,14224,196,104,Ford,Harold,E.,428,196104
1,14649,196,104,Matsui,Robert,T.,429,196104
1,14877,196,104,Kennelly,Barbara,B.,226,196104
1,14808,196,104,Coyne,William,J.,225,196104
1,15033,196,104,Levin,Sander,M.,249,196104
1,15408,196,104,Cardin,Benjamin,L.,359,196104
1,15613,196,104,McDermott,James,A.,247,196104
1,15082,196,104,Kleczka,Gerald,D.,357,196104
1,15431,196,104,Lewis,John,R.,250,196104
1,15452,196,104,Payne,Lewis,F.,430,196104
1,15616,196,104,Neal,Richard,E.,431,196104
2,95611,196,104,Laughlin,Greg,H.,544,196104
2,95418,196,104,Hayes,James,A.,545,196104
1,15614,196,104,McNulty,Michael,R.,433,196104
2,15093,242,104,Combest,Larry,,33,242104
2,14414,242,104,Dornan,Robert,K.,156,242104
2,13047,242,104,Young,C.W.,Bill,93,242104
2,14829,242,104,Hansen,James,V.,152,242104
2,14644,242,104,Lewis,Jerry,,96,242104
2,15605,242,104,Goss,Porter,J.,419,242104
2,14052,242,104,Shuster,Bud,,404,242104
2,14842,242,104,McCollum,Bill,,197,242104
2,29327,242,104,Castle,Michael,N.,213,242104
1,14413,242,104,Dicks,Norman,D.,63,242104
1,15055,242,104,Richardson,Bill,,294,242104
1,14620,242,104,Dixon,Julian,C.,65,242104
1,15071,242,104,Torricelli,Robert,G.,326,242104
1,15018,242,104,Coleman,Ronald,D.,71,242104
1,15448,242,104,Pelosi,Nancy,,77,242104
1,15611,242,104,Laughlin,Greg,H.,374,242104
1,15443,242,104,Skaggs,David,E.,75,242104
1,29318,242,104,Harman,Jane,,143,242104
1,15055,242,104,Richardson,Bill,,294,242104
2,14852,500,104,Roberts,Pat,,28,500104
2,29552,500,104,Ney,Robert,W.,481,500104
1,14624,500,104,Fazio,Victor,H.,66,500104
1,29101,500,104,Pastor,Ed,,89,500104
2,14852,501,104,Roberts,Pat,,28,501104
2,29552,501,104,Ney,Robert,W.,481,501104
1,14873,501,104,Hoyer,Steny,H.,68,501104
1,29120,501,104,Jefferson,William,J.,251,501104
2,13002,503,104,Archer,Bill,,437,503104
2,12041,503,104,Crane,Philip,M.,438,503104
2,14669,503,104,Thomas,William,M.,360,503104
1,10588,503,104,Gibbons,Sam,M.,424,503104
1,13035,503,104,Rangel,Charles,B.,426,503104
2,15112,507,104,Saxton,H.,James,159,507104
2,29115,507,104,Ewing,Thomas,W.,39,507104
2,29381,507,104,Quinn,Jack,,410,507104
2,29349,507,104,Manzullo,Donald,,342,507104
2,29565,507,104,Sanford,Marshall,(Mark),519,507104
2,29572,507,104,Thornberry,William,M.,468,507104
1,14053,507,104,Stark,Fortney,Pete,245,507104
1,12036,507,104,Obey,David,R.,58,507104
1,10732,507,104,Hamilton,Lee,H.,323,507104
1,15433,507,104,Mfume,Kweisi,,177,507104
1,29380,507,104,Hinchey,Maurice,D.,193,507104
1,29379,507,104,Maloney,Carolyn,B.,183,507104
2,14627,661,104,Gingrich,Newton,L.,361,661104
2,15125,661,104,Armey,Richard,K.,278,661104
2,15094,661,104,DeLay,Tom,,101,661104
1,14421,661,104,Gephardt,Richard,A.,216,661104
1,14407,661,104,Bonior,David,E.,414,661104
2,29723,770,104,Ryun,Jim,,546,770104
2,29736,770,104,Emerson,Jo,Ann,547,770104
2,15063,102,105,Smith,Robert,F.,32,102105
2,15093,102,105,Combest,Larry,,33,102105
2,29129,102,105,Barrett,Bill,,36,102105
2,29137,102,105,Boehner,John,A.,38,102105
2,29115,102,105,Ewing,Thomas,W.,39,102105
2,29104,102,105,Doolittle,John,T.,40,102105
2,39308,102,105,Goodlatte,Robert,W.,42,102105
2,29311,102,105,Pombo,Richard,W.,44,102105
2,29332,102,105,Canady,Charles,T.,45,102105
2,29364,102,105,Smith,Nick,,52,102105
2,29300,102,105,Everett,Terry,,53,102105
2,29393,102,105,Lucas,Frank,D.,48,102105
2,29352,102,105,Lewis,Ron,,49,102105
2,29514,102,105,Chenoweth,Helen,,449,102105
2,29520,102,105,Hostettler,John,N.,450,102105
2,29569,102,105,Bryant,Ed,,451,102105
2,29510,102,105,Foley,Mark,,454,102105
2,29512,102,105,Chambliss,Saxby,,455,102105
2,29517,102,105,LaHood,Ray,,456,102105
2,29736,102,105,Emerson,Jo,Ann,547,102105
2,29722,102,105,Moran,Jerry,,548,102105
2,29735,102,105,Blunt,Roy,,549,102105
2,29734,102,105,Pickering,Charles,W.,550,102105
2,29711,102,105,Schaffer,Bob,,551,102105
2,29754,102,105,Thune,John,,552,102105
2,29755,102,105,Jenkins,William,L.,553,102105
2,29726,102,105,Cooksey,John,,554,102105
1,14664,102,105,Stenholm,Charles,W.,7,102105
1,10573,102,105,Brown,George,E.,2,102105
1,15635,102,105,Condit,Gary,,14,102105
1,29127,102,105,Peterson,Collin,C.,15,102105
1,29105,102,105,Dooley,Calvin,M.,16,102105
1,29382,102,105,Clayton,Eva,M.,17,102105
1,29366,102,105,Minge,David,,18,102105
1,29302,102,105,Hilliard,Earl,F.,19,102105
1,29384,102,105,Pomeroy,Earl,,22,102105
1,29396,102,105,Holden,Tim,,23,102105
1,29353,102,105,Baesler,Scotty,,25,102105
1,29339,102,105,Bishop,Sanford,D.,27,102105
1,29368,102,105,Thompson,Bennie,,46,102105
1,29313,102,105,Farr,Sam,,47,102105
1,29528,102,105,Baldacci,John,E.,457,102105
1,29702,102,105,Berry,Marion,,555,102105
1,29767,102,105,Goode,Virgil,H.,556,102105
1,29746,102,105,McIntyre,Mike,,557,102105
1,29732,102,105,Stabenow,Debbie,,558,102105
1,29745,102,105,Etheridge,Bob,,559,102105
1,29727,102,105,John,Chris,,560,102105
1,29770,102,105,Johnson,Jay,W.,561,102105
1,29721,102,105,Boswell,Leonard,L.,562,102105
2,14469,104,105,Livingston,Robert,L.,95,104105
2,10607,104,105,McDade,Joseph,M.,91,104105
2,13047,104,105,Young,C.W.,Bill,93,104105
2,14045,104,105,Regula,Ralph,S.,94,104105
2,14644,104,105,Lewis,Jerry,,96,104105
2,14677,104,105,Porter,John,Edward,97,104105
2,14854,104,105,Rogers,Harold,,98,104105
2,14861,104,105,Skeen,Joe,,99,104105
2,14869,104,105,Wolf,Frank,R.,100,104105
2,15094,104,105,DeLay,Tom,,101,104105
2,15105,104,105,Kolbe,Jim,,102,104105
2,15051,104,105,Packard,Ron,,106,104105
2,15090,104,105,Callahan,H.L.,(Sonny),107,104105
2,15630,104,105,Walsh,James,T.,109,104105
2,29135,104,105,Taylor,Charles,H.,110,104105
2,29136,104,105,Hobson,David,L.,111,104105
2,29392,104,105,Istook,Ernest,J.,113,104105
2,39302,104,105,Bonilla,Henry,B.,112,104105
2,29365,104,105,Knollenberg,Joe,,208,104105
2,29333,104,105,Miller,Dan,,238,104105
2,29307,104,105,Dickey,Jay,,43,104105
2,29338,104,105,Kingston,Jack,,41,104105
2,15617,104,105,Parker,Mike,,466,104105
2,29541,104,105,Frelinghuysen,Rodney,P.,460,104105
2,29534,104,105,Wicker,Roger,F.,461,104105
2,29542,104,105,Forbes,Michael,P.,462,104105
2,29581,104,105,Nethercutt,George,,463,104105
2,29583,104,105,Neumann,Mark,W.,465,104105
2,29107,104,105,Cunningham,Randy,(Duke),160,104105
2,29524,104,105,Tiahrt,Todd,,473,104105
2,29567,104,105,Wamp,Zach,,535,104105
2,29522,104,105,Latham,Tom,,452,104105
2,29725,104,105,Northup,Anne,Meagher,563,104105
2,29701,104,105,Aderholt,Robert,,564,104105
1,12036,104,105,Obey,David,R.,58,104105
1,10421,104,105,Yates,Sidney,R.,57,104105
1,12030,104,105,Stokes,Louis,,59,104105
1,14072,104,105,Murtha,John,P.,61,104105
1,14413,104,105,Dicks,Norman,D.,63,104105
1,14656,104,105,Sabo,Martin,Olav,64,104105
1,14620,104,105,Dixon,Julian,C.,65,104105
1,14624,104,105,Fazio,Victor,H.,66,104105
1,14233,104,105,Hefner,W.G.,(Bill),67,104105
1,14873,104,105,Hoyer,Steny,H.,68,104105
1,15083,104,105,Mollohan,Alan,B.,72,104105
1,15029,104,105,Kaptur,Marcy,,74,104105
1,15443,104,105,Skaggs,David,E.,75,104105
1,15448,104,105,Pelosi,Nancy,,77,104105
1,15124,104,105,Visclosky,Peter,J.,78,104105
1,14823,104,105,Foglietta,Thomas,M.,79,104105
1,15070,104,105,Torres,Esteban,Edward,80,104105
1,15612,104,105,Lowey,Nita,M.,82,104105
1,29134,104,105,Serrano,Jose,E.,84,104105
1,29109,104,105,DeLauro,Rosa,,85,104105
1,29149,104,105,Moran,James,P.,86,104105
1,29123,104,105,Olver,John,W.,88,104105
1,29101,104,105,Pastor,Ed,,89,104105
1,29334,104,105,Meek,Carrie,,90,104105
1,15438,104,105,Price,David,E.,76,104105
1,29144,104,105,Edwards,Chet,,136,104105
1,29100,104,105,Cramer,Bud,,396,104105
2,13042,106,105,Spence,Floyd,D.,147,106105
2,14454,106,105,Stump,Robert,,148,106105
2,14835,106,105,Hunter,Duncan,L.,149,106105
2,15030,106,105,Kasich,John,R.,150,106105
2,15003,106,105,Bateman,Herbert,H.,151,106105
2,14829,106,105,Hansen,James,V.,152,106105
2,15447,106,105,Weldon,Curt,,153,106105
2,15419,106,105,Hefley,Joel,,157,106105
2,15112,106,105,Saxton,H.,James,159,106105
2,29350,106,105,Buyer,Stephen,E.,162,106105
2,29329,106,105,Fowler,Tillie,,164,106105
2,39316,106,105,McHugh,John,M.,165,106105
2,29369,106,105,Talent,James,M.,166,106105
2,29300,106,105,Everett,Terry,,53,106105
2,29356,106,105,Bartlett,Roscoe,G.,167,106105
2,29315,106,105,McKeon,Howard,P.,283,106105
2,29352,106,105,Lewis,Ron,,49,106105
2,29556,106,105,Watts,J.,C.,467,106105
2,29572,106,105,Thornberry,William,M.,468,106105
2,29520,106,105,Hostettler,John,N.,450,106105
2,29512,106,105,Chambliss,Saxby,,455,106105
2,29568,106,105,Hilleary,Van,,469,106105
2,39508,106,105,Scarborough,Joe,,470,106105
2,29546,106,105,Jones,Walter,B.,471,106105
2,29566,106,105,Graham,Lindsey,O.,501,106105
2,29507,106,105,Bono,Sonny,,480,106105
2,29723,106,105,Ryun,Jim,,546,106105
2,29743,106,105,Pappas,Mike,,565,106105
2,29700,106,105,Riley,Bob,,566,106105
2,29739,106,105,Gibbons,Jim,,567,106105
1,13011,106,105,Dellums,Ronald,V.,116,106105
1,14451,106,105,Skelton,Ike,,119,106105
1,15060,106,105,Sisisky,Norman,,122,106105
1,15064,106,105,Spratt,John,M.,123,106105
1,15049,106,105,Ortiz,Solomon,P.,125,106105
1,15437,106,105,Pickett,Owen,B.,127,106105
1,15023,106,105,Evans,Lane,,129,106105
1,15637,106,105,Taylor,Gene,,133,106105
1,15245,106,105,Abercrombie,Neil,,134,106105
1,39303,106,105,Tejeda,Frank,,138,106105
1,29358,106,105,Meehan,Martin,T.,141,106105
1,70305,106,105,Underwood,Robert,A.,142,106105
1,29318,106,105,Harman,Jane,,143,106105
1,29399,106,105,McHale,Paul,,144,106105
1,29564,106,105,Kennedy,Patrick,J.,476,106105
1,29716,106,105,Blagojevich,Rod,,568,106105
1,29764,106,105,Reyes,Silvestre,,569,106105
1,29728,106,105,Allen,Thomas,H.,570,106105
1,29703,106,105,Snyder,Vic,,571,106105
1,29758,106,105,Turner,Jim,,572,106105
1,29713,106,105,Boyd,Allen,,573,106105
1,29768,106,105,Smith,Adam,,574,106105
1,29712,106,105,Maloney,Jim,,575,106105
1,29746,106,105,McIntyre,Mike,,557,106105
2,29772,106,105,Redmond,Bill,,576,106105
2,29775,106,105,Bono,Mary,,577,106105
1,29771,106,105,Rodriguez,Ciro,D.,578,106105
1,29344,106,105,McKinney,Cynthia,A.,24,106105
1,29777,106,105,Brady,Robert,A.,579,106105
2,29762,106,105,Granger,Kay,,580,106105
1,29709,106,105,Sanchez,Loretta,,581,106105
1,29705,106,105,Tauscher,Ellen,,582,106105
2,14432,113,105,Leach,James,A.S.,196,113105
2,14842,113,105,McCollum,Bill,,197,113105
2,14855,113,105,Roukema,Margaret,,198,113105
2,14605,113,105,Bereuter,Douglas,K.,199,113105
2,15401,113,105,Baker,Richard,H.,203,113105
2,29374,113,105,Lazio,Rick,A.,209,113105
2,29301,113,105,Bachus,Spencer,,211,113105
2,29327,113,105,Castle,Michael,N.,213,113105
2,29375,113,105,King,Peter,T.,214,113105
2,15600,113,105,Campbell,Tom,J.,492,113105
2,29321,113,105,Royce,Ed,,344,113105
2,29393,113,105,Lucas,Frank,D.,48,113105
2,29578,113,105,Metcalf,Jack,,479,113105
2,29552,113,105,Ney,Robert,W.,481,113105
2,29529,113,105,Ehrlich,Robert,L.,482,113105
2,29511,113,105,Barr,Bob,,483,113105
2,29560,113,105,Fox,Jon,D.,486,113105
2,29539,113,105,Lobiondo,Frank,A.,489,113105
2,29556,113,105,Watts,J.,C.,467,113105
2,29544,113,105,Kelly,Sue,W.,490,113105
2,14290,113,105,Paul,Ron,,583,113105
2,29509,113,105,Weldon,Dave,,502,113105
2,29723,113,105,Ryun,Jim,,546,113105
2,29765,113,105,Cook,Merrill,,584,113105
2,29724,113,105,Snowbarger,Vince,,585,113105
2,29700,113,105,Riley,Bob,,566,113105
2,29738,113,105,Hill,Rick,,586,113105
2,29759,113,105,Sessions,Pete,,587,113105
2,29553,113,105,LaTourette,Steven,C.,527,113105
1,10520,113,105,Gonzalez,Henry,B.,168,113105
1,14248,113,105,LaFalce,John,J.,170,113105
1,14458,113,105,Vento,Bruce,F.,171,113105
1,14858,113,105,Schumer,Charles,E.,172,113105
1,14824,113,105,Frank,Barney,,173,113105
1,15104,113,105,Kanjorski,Paul,E.,174,113105
1,15427,113,105,Kennedy,Joseph,P.,175,113105
1,15412,113,105,Flake,Floyd,H.,176,113105
1,29106,113,105,Waters,Maxine,,178,113105
1,29379,113,105,Maloney,Carolyn,B.,183,113105
1,29348,113,105,Gutierrez,Luis,V.,185,113105
1,29317,113,105,Roybal-Allard,Lucille,,187,113105
1,39315,113,105,Barrett,Thomas,M.,188,113105
1,29378,113,105,Velazquez,Nydia,M.,189,113105
1,29383,113,105,Watt,Melvin,,192,113105
1,29380,113,105,Hinchey,Maurice,D.,193,113105
1,15000,113,105,Ackerman,Gary,L.,327,113105
1,29574,113,105,Bentsen,Ken,,491,113105
1,29585,113,105,Jackson,Jesse,L.,493,113105
1,29344,113,105,McKinney,Cynthia,A.,24,113105
1,29733,113,105,Kilpatrick,Carolyn,C.,588,113105
1,29712,113,105,Maloney,Jim,,575,113105
1,29750,113,105,Hooley,Darlene,,589,113105
1,29720,113,105,Carson,Julia,M.,590,113105
1,29147,113,105,Sanders,Bernard,,215,113105
2,29546,113,105,Jones,Walter,B.,471,113105
2,29772,113,105,Redmond,Bill,,576,113105
2,29773,113,105,Fossella,Vito,,591,113105
1,15070,113,105,Torres,Esteban,Edward,80,113105
1,29707,113,105,Sherman,Brad,,592,113105
1,29776,113,105,Meeks,Gregory,W.,593,113105
1,29767,113,105,Goode,Virgil,H.,556,113105
2,29349,113,105,Manzullo,Donald,,342,113105
2,29510,113,105,Foley,Mark,,454,113105
1,29753,113,105,Weygand,Robert,A,594,113105
1,29757,113,105,Sandlin,Max,,595,113105
1,29778,113,105,Lee,Barbara,,596,113105
2,15030,115,105,Kasich,John,R.,150,115105
2,29136,115,105,Hobson,David,L.,111,115105
2,15449,115,105,Shays,Christopher,,234,115105
2,15420,115,105,Herger,Wally,,242,115105
2,15406,115,105,Bunning,Jim,,243,115105
2,15445,115,105,Smith,Lamar,S.,236,115105
2,29333,115,105,Miller,Dan,,238,115105
2,29371,115,105,Franks,Bob,,239,115105
2,29364,115,105,Smith,Nick,,52,115105
2,39300,115,105,Inglis,Bob,,240,115105
2,14846,115,105,Molinari,Susan,,281,115105
2,29118,115,105,Nussle,Jim,,37,115105
2,29361,115,105,Hoekstra,Peter,,282,115105
2,29501,115,105,Shadegg,John,,496,115105
2,29505,115,105,Radanovich,George,P.,497,115105
2,29538,115,105,Bass,Charles,F.,498,115105
2,29583,115,105,Neumann,Mark,W.,465,115105
2,15617,115,105,Parker,Mike,,466,115105
2,29529,115,105,Ehrlich,Robert,L.,482,115105
2,29532,115,105,Gutknecht,Gil,,524,115105
2,29568,115,105,Hilleary,Van,,469,115105
2,29762,115,105,Granger,Kay,,580,115105
2,29740,115,105,Sununu,John,E.,597,115105
2,29752,115,105,Pitts,Joseph,R.,598,115105
1,15064,115,105,Spratt,John,M.,123,115105
1,15444,115,105,Slaughter,Louise,M.,223,115105
1,15083,115,105,Mollohan,Alan,B.,72,115105
1,15453,115,105,Costello,Jerry,F.,229,115105
1,10757,115,105,Mink,Patsy,T.,231,115105
1,29384,115,105,Pomeroy,Earl,,22,115105
1,29309,115,105,Woolsey,Lynn,,244,115105
1,29317,115,105,Roybal-Allard,Lucille,,187,115105
1,29531,115,105,Rivers,Lynn,N.,499,115105
1,29571,115,105,Doggett,Lloyd,,500,115105
1,29368,115,105,Thompson,Bennie,,46,115105
1,15408,115,105,Cardin,Benjamin,L.,359,115105
1,29353,115,105,Baesler,Scotty,,25,115105
1,29366,115,105,Minge,David,,18,115105
1,29574,115,105,Bentsen,Ken,,491,115105
1,29714,115,105,Davis,Jim,,599,115105
1,29707,115,105,Sherman,Brad,,592,115105
1,29753,115,105,Weygand,Robert,A,594,115105
1,15613,115,105,McDermott,James,A.,247,115105
1,29382,115,105,Clayton,Eva,M.,17,115105
1,15438,115,105,Price,David,E.,76,115105
2,14288,124,105,Goodling,William,F.,276,124105
2,14675,124,105,Petri,Thomas,E.,277,124105
2,14855,124,105,Roukema,Margaret,,198,124105
2,15098,124,105,Fawell,Harris,W.,279,124105
2,15402,124,105,Ballenger,Cass,,254,124105
2,29129,124,105,Barrett,Bill,,36,124105
2,29361,124,105,Hoekstra,Peter,,282,124105
2,29315,124,105,McKeon,Howard,P.,283,124105
2,29327,124,105,Castle,Michael,N.,213,124105
2,29143,124,105,Johnson,Sam,,205,124105
2,29369,124,105,Talent,James,M.,166,124105
2,29397,124,105,Greenwood,James,C.,321,124105
2,29365,124,105,Knollenberg,Joe,,208,124105
2,29503,124,105,Riggs,Frank,,459,124105
2,29566,124,105,Graham,Lindsey,O.,501,124105
2,29519,124,105,Souder,Mark,E.,503,124105
2,29518,124,105,McIntosh,David,M.,504,124105
2,29513,124,105,Norwood,Charles,W.,505,124105
2,14290,124,105,Paul,Ron,,583,124105
2,29751,124,105,Peterson,John,E.,600,124105
2,29711,124,105,Schaffer,Bob,,551,124105
2,15446,124,105,Upton,Frederick,S.,315,124105
2,29342,124,105,Deal,Nathan,,601,124105
2,29568,124,105,Hilleary,Van,,469,124105
2,39508,124,105,Scarborough,Joe,,470,124105
1,12009,124,105,Clay,William,L.,256,124105
1,14256,124,105,Miller,George,,257,124105
1,14430,124,105,Kildee,Dale,E.,217,124105
1,14879,124,105,Martinez,Matthew,G.,259,124105
1,15050,124,105,Owens,Major,R.,260,124105
1,15619,124,105,Payne,Donald,M.,262,124105
1,10757,124,105,Mink,Patsy,T.,231,124105
1,29132,124,105,Andrews,Robert,E.,264,124105
1,29117,124,105,Roemer,Timothy,J.,266,124105
1,39307,124,105,Scott,Robert,C.,269,124105
1,29309,124,105,Woolsey,Lynn,,244,124105
1,70304,124,105,Romero-Barcelo,Carlos,,271,124105
1,29559,124,105,Fattah,Chaka,,506,124105
1,29588,124,105,Blumenauer,Earl,,507,124105
1,29763,124,105,Hinojosa,Ruben,,602,124105
1,29744,124,105,McCarthy,Carolyn,,603,124105
